CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,TenureBucket,Exited
624.0,Germany,Female,40.0,3,149961.99,2,1,0,104610.86,Mid,0
604.0,France,Female,47.0,8,62094.71,3,0,0,9308.1,Loyal,1
692.0,France,Male,28.0,5,61581.97,1,1,1,70179.91,Mid,0
672.0,France,Male,34.0,9,0.0,2,1,0,161800.77,Loyal,0
659.0,France,Male,62.0,4,145981.87,1,1,1,131043.2,Mid,0
748.0,Spain,Male,35.0,5,105492.53,1,1,1,150057.2,Mid,0
618.0,Germany,Female,40.0,1,133245.52,2,1,1,54495.82,New,0
673.0,Germany,Female,34.0,1,127122.79,3,0,1,76703.1,New,0
629.0,Spain,Male,35.0,4,174588.8,2,0,1,158420.14,Mid,0
575.0,France,Male,27.0,3,139301.68,1,1,0,99843.98,Mid,0
641.0,Germany,Male,41.0,7,104405.54,3,1,0,17384.21,Loyal,0
652.0,Germany,Male,46.0,10,121063.8,3,1,0,151481.86,Loyal,1
523.0,Germany,Female,39.0,1,143903.11,1,1,1,118711.75,New,1
584.0,France,Female,35.0,2,114321.28,2,0,0,15959.01,New,0
795.0,Germany,Female,56.0,9,94348.94,1,1,0,29239.29,Loyal,1
572.0,France,Female,47.0,2,0.0,2,1,0,36099.7,New,0
615.0,Germany,Male,39.0,5,113193.51,2,1,1,52166.25,Mid,0
544.0,France,Male,40.0,8,0.0,2,1,0,61581.2,Loyal,0
507.0,France,Female,31.0,0,106942.08,1,0,1,44001.11,New,0
684.0,Germany,Female,56.0,3,127585.98,3,1,1,80593.49,Mid,1
652.0,France,Female,62.0,5,0.0,2,1,1,937.15,Mid,0
714.0,France,Male,34.0,5,141173.03,1,0,1,98896.06,Mid,0
850.0,Spain,Male,39.0,8,0.0,2,1,1,37090.44,Loyal,0
584.0,Germany,Female,54.0,1,77354.37,1,0,0,138192.98,New,1
467.0,Germany,Male,28.0,10,126315.26,1,1,0,32349.29,Loyal,1
422.0,Spain,Female,54.0,4,0.0,2,1,1,7166.71,Mid,0
610.0,France,Male,37.0,0,0.0,1,1,0,114514.64,New,0
658.0,France,Male,29.0,4,80262.6,1,1,1,20612.82,Mid,0
680.0,Spain,Female,31.0,9,119825.75,2,1,1,101139.3,Loyal,0
717.0,France,Male,48.0,7,123764.95,1,1,1,169952.82,Loyal,0
850.0,Germany,Female,39.0,5,114491.82,1,1,0,99689.48,Mid,0
489.0,France,Female,51.0,3,0.0,2,0,1,174098.28,Mid,1
625.0,France,Female,52.0,2,79468.96,1,1,1,84606.03,New,0
588.0,Germany,Male,49.0,6,132623.76,3,1,0,36292.94,Loyal,1
427.0,Germany,Male,42.0,1,75681.52,1,1,1,57098.0,New,0
850.0,Spain,Female,23.0,9,143054.85,1,0,1,62980.96,Loyal,0
669.0,Germany,Female,50.0,4,112650.89,1,0,0,166386.22,Mid,1
813.0,Germany,Female,29.0,5,106059.4,1,0,0,187976.88,Mid,1
486.0,Spain,Male,27.0,7,0.0,2,1,0,28823.04,Loyal,0
707.0,France,Male,35.0,2,0.0,3,1,1,94148.3,New,0
590.0,Spain,Male,37.0,6,169902.92,1,1,1,128256.18,Loyal,0
670.0,Spain,Female,32.0,3,0.0,2,1,0,46175.7,Mid,0
514.0,Germany,Male,43.0,1,95556.31,1,0,1,199273.98,New,1
601.0,Spain,Female,44.0,4,0.0,2,1,0,58561.31,Mid,0
826.0,France,Female,49.0,0,0.0,1,0,0,178709.98,New,1
761.0,Germany,Male,36.0,8,108239.11,2,0,0,99444.02,Loyal,0
720.0,France,Male,29.0,2,0.0,2,1,0,39925.52,New,0
537.0,Spain,Female,38.0,1,0.0,2,0,1,41233.97,New,0
605.0,Germany,Male,28.0,10,113690.83,1,1,0,33114.24,Loyal,0
649.0,France,Female,42.0,7,0.0,2,0,1,22974.01,Loyal,0
609.0,France,Female,35.0,2,147900.43,1,1,0,140000.29,New,0
580.0,Spain,Male,29.0,9,61710.44,2,1,0,128077.8,Loyal,0
500.0,France,Male,45.0,2,109162.82,1,1,1,126145.08,New,0
777.0,France,Male,39.0,8,0.0,2,1,1,18613.52,Loyal,0
608.0,France,Female,56.0,10,129255.2,2,1,0,142492.04,Loyal,1
538.0,Spain,Male,62.0,9,0.0,2,1,0,110440.5,Loyal,1
645.0,Germany,Female,41.0,2,138881.04,1,1,0,129936.53,New,1
756.0,Spain,Male,38.0,6,119208.85,1,1,0,169763.89,Loyal,1
687.0,France,Female,35.0,3,99587.43,1,1,1,1713.1,Mid,1
779.0,Germany,Female,24.0,10,122200.31,2,1,0,43705.56,Loyal,0
567.0,Germany,Female,40.0,2,105222.86,2,1,0,93795.86,New,0
648.0,Spain,Female,49.0,10,0.0,2,1,1,159835.78,Loyal,1
704.0,Spain,Male,24.0,10,122109.78,1,1,1,127654.37,Loyal,0
494.0,Spain,Male,38.0,7,0.0,2,1,1,6203.66,Loyal,0
607.0,France,Male,31.0,8,0.0,2,1,1,43196.5,Loyal,0
676.0,France,Male,20.0,1,80569.73,1,0,0,68621.98,New,0
573.0,France,Female,33.0,0,90124.64,1,1,0,137476.71,New,0
611.0,France,Female,40.0,2,125879.29,1,1,0,93203.43,New,0
719.0,Spain,Male,39.0,5,0.0,2,1,0,145759.7,Mid,0
700.0,Germany,Female,40.0,4,148571.07,1,1,0,189826.96,Mid,1
713.0,France,Female,59.0,3,0.0,2,1,1,62700.08,Mid,0
734.0,Spain,Female,39.0,6,92126.26,2,0,0,112973.34,Loyal,0
678.0,Spain,Male,38.0,3,124483.53,1,1,0,126253.31,Mid,0
594.0,Spain,Female,24.0,0,97378.54,1,1,1,71405.17,New,0
582.0,Germany,Male,41.0,6,70349.48,2,0,1,178074.04,Loyal,0
492.0,France,Female,48.0,6,127253.98,1,1,1,92144.09,Loyal,1
675.0,Spain,Female,35.0,8,155621.08,1,0,1,35177.31,Loyal,0
481.0,France,Female,28.0,10,0.0,2,1,0,145215.96,Loyal,0
609.0,France,Male,37.0,6,0.0,2,0,1,22030.72,Loyal,0
706.0,Spain,Female,37.0,7,0.0,2,1,1,110899.3,Loyal,0
850.0,Germany,Male,32.0,9,141827.33,2,1,1,149458.73,Loyal,0
659.0,France,Male,31.0,4,118342.26,1,0,0,161574.19,Mid,0
509.0,Germany,Male,32.0,9,170661.47,1,1,1,21646.2,Loyal,0
829.0,Spain,Female,26.0,8,101440.36,2,1,1,19324.5,Loyal,0
748.0,France,Male,38.0,4,115221.36,1,0,1,70956.75,Mid,0
613.0,Spain,Male,19.0,5,0.0,1,1,1,176903.35,Mid,0
529.0,Spain,Male,35.0,5,95772.97,1,1,1,112781.5,Mid,0
465.0,Germany,Male,53.0,1,117438.17,1,0,0,74898.8,New,1
541.0,France,Male,37.0,9,212314.03,1,0,1,148814.54,Loyal,0
611.0,Spain,Male,51.0,1,122874.74,1,1,1,149648.45,New,0
685.0,Spain,Male,35.0,4,137948.51,1,1,0,113639.64,Mid,0
704.0,France,Male,23.0,6,166594.78,1,1,1,155823.2,Loyal,0
611.0,Spain,Female,33.0,7,0.0,2,1,1,3729.89,Loyal,0
639.0,Germany,Female,37.0,5,151242.48,1,0,1,49637.65,Mid,0
802.0,Germany,Male,31.0,1,125013.72,1,1,1,187658.09,New,0
825.0,Germany,Male,37.0,6,118050.79,1,0,1,52301.15,Loyal,0
706.0,Germany,Male,31.0,1,117020.08,2,1,0,54439.53,New,0
626.0,Germany,Male,39.0,10,132287.92,3,1,1,51467.92,Loyal,1
645.0,Spain,Male,38.0,1,68079.8,1,0,1,166264.89,New,0
500.0,France,Female,34.0,4,0.0,2,1,0,12833.96,Mid,0
628.0,Germany,Female,61.0,1,97361.66,1,1,1,149922.38,New,1
626.0,France,Male,43.0,4,137638.69,1,1,0,130442.08,Mid,1
800.0,Germany,Male,39.0,4,95252.72,1,1,0,13906.34,Mid,0
674.0,Germany,Male,47.0,6,106901.94,1,1,1,2079.2,Loyal,1
643.0,France,Male,37.0,6,0.0,2,0,0,142454.77,Loyal,0
496.0,France,Male,30.0,0,90963.49,1,0,1,27802.0,New,0
585.0,France,Female,39.0,7,0.0,2,1,0,2401.26,Loyal,0
745.0,Germany,Male,45.0,10,117231.63,3,1,1,122381.02,Loyal,1
681.0,Spain,Female,57.0,2,173306.13,1,0,1,131964.66,New,0
707.0,France,Female,40.0,5,0.0,2,1,0,41052.82,Mid,0
675.0,France,Male,54.0,2,0.0,1,1,0,149583.67,New,1
803.0,France,Male,33.0,6,0.0,2,1,0,115676.61,Loyal,0
692.0,France,Male,29.0,4,0.0,1,1,0,76755.99,Mid,1
697.0,France,Female,47.0,6,128252.66,1,1,1,168053.4,Loyal,0
738.0,Spain,Male,35.0,8,127290.61,1,1,0,16081.62,Loyal,0
738.0,France,Male,39.0,5,0.0,2,1,1,114388.98,Mid,0
626.0,France,Female,44.0,2,0.0,1,0,1,173117.22,New,1
736.0,Germany,Female,36.0,8,103914.17,1,1,1,110035.88,Loyal,1
509.0,France,Male,31.0,3,0.0,2,1,0,15360.91,Mid,0
757.0,Germany,Male,33.0,1,122088.67,1,1,0,42581.09,New,0
744.0,Germany,Female,41.0,2,84113.41,1,1,0,197548.63,New,0
632.0,Germany,Female,50.0,5,107959.39,1,1,1,6985.34,Mid,1
788.0,Spain,Female,62.0,1,0.0,2,1,1,41610.62,New,0
740.0,Spain,Female,31.0,8,0.0,2,0,0,86657.48,Loyal,0
501.0,France,Female,40.0,2,0.0,2,0,0,141946.92,New,0
524.0,France,Male,30.0,1,0.0,2,1,0,126812.85,New,0
524.0,France,Female,36.0,10,0.0,2,1,0,109614.57,Loyal,0
437.0,France,Male,49.0,9,111634.29,2,0,1,166440.32,Loyal,0
747.0,France,Male,49.0,6,202904.64,1,1,1,17298.72,Loyal,1
692.0,Germany,Male,45.0,6,142084.04,4,1,0,188305.85,Loyal,1
652.0,Germany,Male,33.0,7,128135.99,1,1,0,158437.73,Loyal,0
611.0,France,Female,30.0,9,88594.14,1,1,0,196332.45,Loyal,0
704.0,Germany,Female,54.0,6,133656.91,3,1,0,145071.33,Loyal,1
653.0,France,Male,33.0,1,0.0,2,0,0,53379.52,New,0
749.0,France,Female,33.0,1,74385.98,1,1,0,20164.47,New,0
744.0,Germany,Male,29.0,6,123737.04,2,1,0,141558.04,Loyal,0
665.0,France,Female,55.0,8,136354.16,1,1,1,93769.89,Loyal,0
634.0,Germany,Female,29.0,8,130036.21,2,0,1,69849.55,Loyal,0
605.0,France,Male,52.0,1,63349.75,1,1,0,108887.44,New,0
725.0,France,Male,39.0,4,160652.45,2,1,0,57643.55,Mid,0
710.0,Spain,Male,33.0,1,0.0,2,1,0,168313.17,New,0
556.0,Spain,Female,48.0,8,168522.37,1,1,1,151310.16,Loyal,0
796.0,France,Male,44.0,8,165326.2,1,1,1,57205.55,Loyal,0
554.0,Spain,Female,46.0,7,87603.35,3,0,1,96929.24,Loyal,1
793.0,Germany,Female,32.0,1,96408.98,1,1,1,138191.81,New,0
487.0,Germany,Female,46.0,4,135070.58,2,1,1,44244.49,Mid,1
573.0,France,Male,52.0,8,0.0,2,0,1,178229.04,Loyal,0
625.0,Germany,Female,37.0,4,142711.81,1,1,0,35625.41,Mid,0
630.0,France,Female,36.0,8,126598.99,2,1,1,134407.93,Loyal,0
568.0,Germany,Female,26.0,10,109819.16,2,1,0,154491.39,Loyal,0
689.0,France,Female,46.0,7,52016.08,2,1,1,72993.65,Loyal,0
666.0,Germany,Female,50.0,7,109062.28,1,1,1,140136.1,Loyal,1
569.0,Germany,Male,35.0,2,109196.66,3,1,0,109393.19,New,1
775.0,France,Male,52.0,8,109922.61,1,1,1,96823.32,Loyal,1
497.0,Spain,Male,24.0,3,0.0,2,1,0,76390.01,Mid,0
693.0,Spain,Male,28.0,1,145118.83,1,0,1,77742.38,New,0
726.0,France,Male,29.0,7,0.0,2,1,1,91844.14,Loyal,1
842.0,Germany,Female,35.0,9,119948.09,1,1,0,48217.97,Loyal,1
526.0,Germany,Male,31.0,5,145537.21,1,1,0,132404.64,Mid,0
787.0,France,Female,35.0,1,106266.8,1,1,1,16607.15,New,0
541.0,France,Male,37.0,9,118636.92,1,1,1,73551.44,Loyal,0
636.0,France,Female,34.0,3,0.0,2,1,1,44756.25,Mid,0
581.0,Spain,Male,43.0,9,78022.61,1,0,1,30662.91,Loyal,0
850.0,Germany,Male,41.0,8,60880.68,1,1,0,31825.84,Loyal,0
646.0,Germany,Male,24.0,0,92398.08,1,1,1,18897.29,New,0
773.0,Spain,Female,41.0,5,0.0,1,1,0,28266.9,Mid,1
665.0,Germany,Male,25.0,5,153611.83,2,1,0,35321.65,Mid,0
706.0,Spain,Male,53.0,7,0.0,2,0,1,117939.17,Loyal,0
682.0,Spain,Female,54.0,0,83102.72,2,1,1,54132.93,New,0
750.0,France,Male,37.0,3,0.0,2,1,0,16870.2,Mid,0
567.0,France,Male,59.0,3,0.0,2,1,0,25843.7,Mid,1
812.0,Spain,Female,24.0,1,92476.88,1,0,0,83247.14,New,0
383.0,France,Female,60.0,3,0.0,1,0,0,113796.15,Mid,1
774.0,Spain,Female,43.0,1,110646.54,1,0,0,108804.28,New,0
585.0,France,Male,55.0,10,106415.57,3,1,1,122960.98,Loyal,1
612.0,Spain,Male,35.0,1,0.0,1,1,1,83256.26,New,1
721.0,Germany,Male,62.0,4,136525.99,1,0,0,175399.14,Mid,0
642.0,France,Male,38.0,3,0.0,2,0,0,171463.83,Mid,0
850.0,Spain,Male,37.0,4,88141.1,1,1,0,109659.12,Mid,0
745.0,Germany,Male,38.0,5,65095.41,2,1,1,140197.42,Mid,0
600.0,France,Female,41.0,1,0.0,2,1,1,91193.65,New,0
630.0,Germany,Male,29.0,6,131354.39,1,0,1,9324.31,Loyal,1
588.0,Spain,Female,22.0,9,67178.19,1,1,1,163534.75,Loyal,1
540.0,Germany,Male,39.0,1,82531.11,1,1,0,114092.52,New,0
833.0,France,Male,47.0,2,0.0,2,1,1,182247.77,New,0
675.0,Spain,Male,31.0,2,90826.27,2,1,0,60270.87,New,0
636.0,Spain,Male,36.0,1,0.0,3,1,1,74048.1,New,1
695.0,France,Male,37.0,2,0.0,2,1,1,99692.65,New,0
619.0,Germany,Male,38.0,10,84651.79,1,1,1,184754.26,Loyal,0
449.0,Spain,Male,32.0,0,155619.36,1,1,1,166692.03,New,0
674.0,France,Female,32.0,7,85757.93,1,1,1,95481.0,Loyal,0
677.0,France,Female,56.0,0,119963.45,1,0,0,158325.87,New,1
512.0,France,Female,41.0,8,145150.28,1,1,0,64869.32,Loyal,1
698.0,France,Male,27.0,7,0.0,2,1,0,111471.55,Loyal,0
658.0,France,Female,35.0,5,126397.66,1,0,0,156361.58,Mid,1
511.0,Spain,Female,40.0,1,0.0,1,1,1,184118.73,New,0
640.0,France,Male,62.0,9,0.0,2,1,1,199493.38,Loyal,0
753.0,France,Female,31.0,6,106596.29,1,0,0,91305.77,Loyal,0
623.0,Spain,Female,43.0,4,123536.52,2,0,0,154908.52,Mid,0
727.0,Germany,Male,58.0,5,106913.43,1,1,0,25881.0,Mid,1
735.0,France,Male,62.0,9,0.0,1,1,1,114283.33,Loyal,0
671.0,France,Female,48.0,8,115713.84,2,0,0,83210.84,Loyal,0
645.0,Germany,Female,59.0,8,121669.93,2,0,0,91.75,Loyal,1
829.0,Germany,Female,37.0,3,103457.76,1,0,0,1114.12,Mid,0
792.0,Germany,Female,50.0,4,146710.76,1,1,0,16528.4,Mid,1
828.0,Spain,Male,28.0,8,134766.85,1,1,0,79355.87,Loyal,0
699.0,France,Female,49.0,2,0.0,1,0,0,105760.01,New,0
498.0,Germany,Female,41.0,4,87541.06,2,1,1,12577.21,Mid,1
850.0,France,Female,62.0,1,124678.35,1,1,0,70916.0,New,1
835.0,France,Male,32.0,8,124993.29,2,1,1,27548.06,Loyal,0
694.0,Spain,Male,39.0,0,107042.74,1,1,1,102284.2,New,0
797.0,France,Female,29.0,1,0.0,2,1,1,132975.39,New,0
472.0,Spain,Male,40.0,4,0.0,1,1,0,70154.22,Mid,0
763.0,France,Male,62.0,1,149436.73,2,0,1,106282.74,New,0
681.0,Germany,Male,48.0,5,139714.4,2,0,0,73066.72,Mid,0
666.0,France,Female,33.0,2,147229.65,1,1,1,56410.17,New,0
647.0,Spain,Male,33.0,7,121260.19,2,1,0,77216.48,Loyal,0
598.0,France,Female,40.0,2,171178.25,1,1,0,137980.58,New,1
702.0,Spain,Female,38.0,2,0.0,1,1,1,161888.63,New,0
586.0,France,Female,43.0,8,132558.26,1,1,0,67046.83,Loyal,1
773.0,France,Female,40.0,10,0.0,2,0,1,69303.15,Loyal,0
658.0,Spain,Male,35.0,9,71829.34,1,1,1,68141.92,Loyal,0
806.0,France,Male,40.0,5,80613.93,1,1,1,142838.64,Mid,0
687.0,France,Female,44.0,9,0.0,2,0,0,103042.2,Loyal,1
662.0,Spain,Male,37.0,4,155187.3,1,1,0,48930.8,Mid,0
599.0,Spain,Female,37.0,2,0.0,2,1,1,143739.29,New,0
570.0,Germany,Female,57.0,5,86568.75,1,0,1,103660.31,Mid,0
797.0,France,Female,55.0,10,0.0,4,1,1,49418.87,Loyal,1
612.0,Germany,Male,62.0,6,96166.88,1,1,1,191393.26,Loyal,0
588.0,Germany,Female,34.0,10,129417.82,1,1,0,153727.32,Loyal,0
710.0,Spain,Female,38.0,4,0.0,2,1,1,136390.88,Mid,0
809.0,Germany,Male,50.0,10,118098.62,1,1,1,100720.02,Loyal,1
669.0,Germany,Male,45.0,1,123949.75,1,0,0,110881.56,New,0
792.0,Germany,Female,59.0,9,101609.77,1,0,0,161479.19,Loyal,1
795.0,Germany,Female,33.0,9,130862.43,1,1,1,114935.21,Loyal,0
772.0,Germany,Female,42.0,0,101979.16,1,1,0,90928.48,New,0
706.0,Germany,Male,34.0,0,140641.26,2,1,1,77271.91,New,0
751.0,France,Male,30.0,3,165257.2,1,0,0,134822.05,Mid,0
681.0,France,Male,46.0,0,105969.42,1,1,0,5771.56,New,0
556.0,France,Female,36.0,2,134208.22,1,0,1,177670.57,New,0
589.0,France,Female,61.0,1,0.0,1,1,0,61108.56,New,1
850.0,Spain,Male,28.0,9,97408.03,1,1,1,175853.64,Loyal,0
582.0,Germany,Female,40.0,3,110150.43,1,1,1,191757.65,Mid,1
577.0,France,Female,37.0,4,0.0,1,1,1,79881.39,Mid,0
601.0,Germany,Female,54.0,1,131039.97,2,1,1,199661.5,New,0
788.0,France,Female,41.0,6,0.0,1,1,1,25571.37,Loyal,0
556.0,France,Female,46.0,10,0.0,2,0,0,109184.24,Loyal,0
650.0,France,Female,39.0,4,0.0,2,0,0,186275.7,Mid,0
745.0,France,Male,36.0,8,67226.37,1,1,0,130789.6,Loyal,0
603.0,France,Male,31.0,4,0.0,2,0,1,9607.1,Mid,0
850.0,Germany,Male,39.0,3,124548.99,2,1,1,120380.12,Mid,0
771.0,France,Male,27.0,2,0.0,2,1,1,199527.34,New,0
590.0,France,Female,54.0,4,0.0,2,1,1,93820.49,Mid,1
850.0,Germany,Male,55.0,0,98710.89,1,1,1,83617.17,New,1
687.0,France,Male,38.0,9,122570.87,1,1,1,35608.88,Loyal,0
600.0,France,Female,38.0,9,0.0,2,1,1,58855.85,Loyal,0
825.0,Spain,Female,32.0,1,0.0,2,1,1,42935.15,New,0
548.0,Spain,Male,39.0,7,131468.44,1,1,0,164975.82,Loyal,0
712.0,Germany,Female,29.0,7,147199.07,1,1,1,84932.4,Loyal,0
742.0,France,Female,29.0,4,0.0,2,1,1,180066.59,Mid,0
698.0,Germany,Male,56.0,1,112414.81,2,0,0,93982.02,New,1
457.0,Germany,Male,42.0,4,126772.57,1,0,1,126106.4,Mid,0
850.0,France,Male,37.0,4,126872.6,1,1,0,197266.58,Mid,0
530.0,Spain,Male,44.0,6,0.0,2,0,0,55893.37,Loyal,0
606.0,Spain,Male,38.0,7,128578.52,1,1,1,193878.51,Loyal,0
818.0,France,Female,49.0,2,0.0,1,0,1,192298.84,New,1
552.0,Spain,Male,45.0,9,0.0,2,1,0,26752.56,Loyal,0
474.0,France,Male,33.0,5,0.0,2,1,0,181945.52,Mid,1
599.0,France,Male,30.0,9,105443.68,1,1,1,121124.53,Loyal,0
743.0,Germany,Female,35.0,1,146781.24,1,1,0,189307.7,New,0
742.0,France,Male,32.0,6,160485.16,1,1,0,29023.03,Loyal,0
765.0,France,Male,42.0,4,123311.39,2,1,1,82868.34,Mid,0
796.0,France,Male,30.0,2,137262.71,2,1,0,62905.29,New,0
557.0,France,Male,36.0,3,0.0,1,0,1,144078.02,Mid,0
648.0,Spain,Female,27.0,7,0.0,2,1,1,163060.43,Loyal,0
804.0,France,Female,50.0,4,0.0,1,1,1,8546.87,Mid,1
720.0,France,Female,45.0,1,102882.4,2,1,1,35633.15,New,1
804.0,France,Male,55.0,7,0.0,2,1,1,118752.6,Loyal,0
550.0,Germany,Male,36.0,2,113877.23,2,1,0,174921.91,New,0
608.0,Germany,Female,44.0,5,126147.84,1,0,1,132424.69,Mid,1
668.0,France,Male,32.0,7,0.0,2,1,1,777.37,Loyal,0
633.0,Germany,Male,58.0,2,128137.42,2,1,0,147635.33,New,1
787.0,France,Male,33.0,1,126588.81,2,0,1,62163.53,New,0
550.0,France,Male,22.0,6,154377.3,1,1,1,51721.52,Loyal,0
539.0,Spain,Male,38.0,8,71460.67,2,1,1,10074.05,Loyal,0
555.0,Spain,Male,27.0,5,0.0,2,0,0,96398.51,Mid,0
551.0,France,Female,36.0,5,0.0,1,1,0,183479.12,Mid,0
641.0,Germany,Female,51.0,2,117306.69,4,1,1,26912.72,New,1
660.0,France,Female,20.0,6,167685.56,1,1,0,57929.9,Loyal,0
815.0,Spain,Female,39.0,6,0.0,1,1,1,85167.88,Loyal,0
850.0,France,Female,35.0,1,211774.31,1,1,0,188574.12,New,1
701.0,Spain,Female,21.0,9,0.0,2,1,1,26327.42,Loyal,0
663.0,France,Male,35.0,9,0.0,2,1,1,195580.28,Loyal,0
516.0,Germany,Female,53.0,1,156674.2,1,1,0,118502.34,New,1
518.0,France,Male,38.0,3,90957.81,1,0,1,162304.59,Mid,0
662.0,France,Female,47.0,6,0.0,2,1,1,129392.75,Loyal,0
545.0,Spain,Female,62.0,3,0.0,2,1,1,161326.73,Mid,0
579.0,France,Male,31.0,9,0.0,1,0,1,139048.0,Loyal,0
639.0,France,Male,62.0,0,0.0,2,0,1,42240.54,New,0
494.0,France,Male,40.0,7,0.0,2,0,1,158071.69,Loyal,0
750.0,Spain,Male,22.0,3,121681.82,1,1,0,128643.35,Mid,1
468.0,France,Male,22.0,2,0.0,2,1,0,28123.99,New,0
758.0,Spain,Female,43.0,10,0.0,2,1,1,55313.44,Loyal,0
729.0,France,Male,44.0,6,0.0,2,1,0,151733.43,Loyal,0
777.0,France,Male,23.0,6,0.0,2,1,1,163225.48,Loyal,0
837.0,France,Female,38.0,2,0.0,2,1,1,46395.21,New,0
437.0,France,Female,26.0,1,120923.52,1,0,1,78854.57,New,0
715.0,Spain,Male,38.0,2,96798.79,2,1,1,4554.67,New,0
567.0,France,Female,23.0,9,93522.2,1,0,1,81425.61,Loyal,0
711.0,France,Female,41.0,3,145754.91,1,1,1,101455.07,Mid,0
713.0,France,Male,41.0,3,0.0,2,1,0,55772.04,Mid,0
553.0,Spain,Male,42.0,7,0.0,2,1,0,7680.23,Loyal,0
493.0,France,Female,36.0,5,148667.81,2,1,0,56092.51,Mid,0
592.0,France,Male,62.0,4,0.0,2,0,1,17013.54,Mid,0
540.0,Spain,Male,39.0,2,0.0,2,1,0,81995.92,New,0
695.0,France,Female,23.0,1,0.0,2,1,1,141756.32,New,0
634.0,France,Female,41.0,8,68213.99,1,1,1,6382.46,Loyal,0
539.0,France,Female,24.0,3,0.0,2,1,1,198161.07,Mid,0
749.0,Spain,Male,36.0,7,0.0,2,0,0,80134.65,Loyal,0
610.0,France,Male,26.0,8,0.0,2,1,0,166031.08,Loyal,0
587.0,Germany,Female,45.0,8,134980.74,1,1,1,123309.57,Loyal,1
463.0,Spain,Male,20.0,8,204223.03,1,1,0,128268.39,Loyal,0
769.0,Germany,Female,34.0,7,137239.17,1,1,1,71379.92,Loyal,1
633.0,France,Male,61.0,3,157201.48,1,0,1,50368.63,Mid,0
694.0,Spain,Female,39.0,9,0.0,2,0,0,99924.04,Loyal,0
678.0,France,Male,54.0,7,128914.97,1,0,0,191746.23,Loyal,1
561.0,France,Female,31.0,1,81480.27,2,1,1,65234.6,New,0
643.0,Spain,Female,32.0,2,0.0,1,0,0,131301.74,New,0
627.0,France,Male,32.0,10,0.0,2,1,0,103287.62,Loyal,0
752.0,France,Male,49.0,2,78653.84,1,1,0,7698.6,New,0
752.0,Germany,Male,38.0,3,183102.29,1,1,1,71557.12,Mid,0
613.0,Spain,Male,37.0,3,171653.17,1,0,1,5353.12,Mid,0
435.0,Germany,Male,44.0,3,151739.65,1,1,0,167461.5,Mid,0
513.0,France,Male,29.0,10,0.0,2,0,1,25514.77,Loyal,0
714.0,France,Male,34.0,10,0.0,2,1,1,80234.14,Loyal,0
744.0,Spain,Male,31.0,0,117551.23,1,1,0,158958.9,New,0
697.0,France,Female,39.0,6,151553.19,1,1,1,44946.29,Loyal,0
725.0,France,Female,36.0,1,118851.05,1,1,1,102747.02,New,0
524.0,France,Male,22.0,9,0.0,2,1,0,74405.34,Loyal,0
759.0,Spain,Male,31.0,8,0.0,2,1,1,99086.74,Loyal,0
785.0,Germany,Female,33.0,5,136624.6,2,1,1,169117.74,Mid,0
678.0,Spain,Male,30.0,0,0.0,1,1,0,35113.08,New,0
606.0,France,Male,40.0,6,119501.88,2,1,0,46774.94,Loyal,0
637.0,France,Male,27.0,1,0.0,2,1,0,91291.2,New,0
596.0,Spain,Male,57.0,6,0.0,2,1,1,72402.0,Loyal,0
545.0,Spain,Female,47.0,5,0.0,2,1,1,38970.14,Mid,0
722.0,France,Male,46.0,6,0.0,1,1,1,93917.68,Loyal,1
766.0,France,Female,27.0,7,158786.67,2,0,1,47579.25,Loyal,0
850.0,France,Male,34.0,2,72079.71,1,1,1,115767.93,New,0
494.0,France,Male,25.0,6,0.0,2,0,1,109988.09,Loyal,0
563.0,Germany,Male,44.0,7,105007.31,2,1,1,197812.16,Loyal,0
728.0,Spain,Female,37.0,4,0.0,1,0,0,4539.38,Mid,0
639.0,Spain,Female,54.0,2,0.0,2,1,1,53843.71,New,0
521.0,France,Male,38.0,5,110641.18,1,0,1,136507.69,Mid,1
437.0,Spain,Male,28.0,2,109161.25,1,1,0,152987.42,New,0
744.0,France,Male,54.0,6,93806.31,2,0,1,140068.77,Loyal,0
516.0,France,Male,46.0,2,0.0,2,1,1,169122.54,New,0
677.0,Germany,Female,41.0,8,146720.98,2,1,1,4195.84,Loyal,0
792.0,Spain,Male,36.0,5,92140.15,1,0,1,67468.67,Mid,0
630.0,France,Male,62.0,5,0.0,2,1,1,27330.27,Mid,0
737.0,France,Male,44.0,7,0.0,2,0,0,57898.58,Loyal,0
762.0,France,Male,20.0,1,139432.55,1,1,1,85606.83,New,0
741.0,France,Male,38.0,9,0.0,2,1,0,14379.01,Loyal,0
736.0,France,Female,36.0,6,0.0,1,1,0,70496.66,Loyal,0
425.0,Spain,Female,22.0,7,169649.73,2,0,1,136365.0,Loyal,1
629.0,France,Female,37.0,6,129101.3,1,1,1,23971.33,Loyal,0
495.0,Spain,Female,42.0,7,0.0,2,0,0,130404.53,Loyal,0
850.0,Germany,Male,49.0,8,98649.55,1,1,0,119174.88,Loyal,1
599.0,France,Male,34.0,8,0.0,2,1,1,174196.68,Loyal,0
744.0,France,Female,44.0,3,0.0,2,1,1,189016.14,Mid,0
537.0,Spain,Female,38.0,6,141786.78,1,0,1,147797.54,Loyal,0
