CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,TenureBucket,Exited
787.0,Germany,Male,43.0,0,132217.45,1,1,0,20955.03,New,1
646.0,Germany,Male,32.0,8,105397.8,1,1,0,78111.84,Loyal,1
655.0,France,Female,36.0,2,147149.59,1,1,1,87816.86,New,0
726.0,France,Male,34.0,3,0.0,2,1,0,196288.46,Mid,0
734.0,Spain,Female,37.0,2,130404.92,1,0,0,34548.74,New,0
573.0,France,Male,40.0,7,147754.68,1,1,1,110454.46,Loyal,0
778.0,Spain,Male,40.0,8,104291.41,2,1,1,117507.11,Loyal,0
729.0,Germany,Male,40.0,5,113574.61,2,1,0,103396.08,Mid,0
696.0,France,Male,27.0,4,87637.26,2,0,0,196111.35,Mid,0
756.0,France,Female,32.0,4,0.0,2,1,0,147040.25,Mid,0
775.0,Spain,Male,48.0,4,178144.91,2,0,0,50168.41,Mid,1
655.0,Spain,Female,56.0,5,0.0,2,1,1,41782.7,Mid,0
667.0,France,Male,28.0,6,165798.1,1,1,0,147090.9,Loyal,0
850.0,Spain,Female,50.0,10,0.0,2,1,1,33741.84,Loyal,0
630.0,France,Male,28.0,9,0.0,2,0,0,32599.35,Loyal,0
725.0,France,Male,26.0,6,98684.15,1,0,0,133720.57,Loyal,0
777.0,France,Female,32.0,2,0.0,1,1,0,136458.19,New,1
684.0,Spain,Male,41.0,2,119782.72,2,0,0,120284.67,New,0
818.0,France,Female,31.0,1,186796.37,1,0,0,178252.63,New,0
680.0,France,Male,31.0,1,0.0,2,1,1,3148.2,New,0
830.0,Spain,Male,40.0,4,0.0,2,0,1,81622.52,Mid,0
753.0,Germany,Female,46.0,9,113909.69,3,1,0,92320.37,Loyal,1
686.0,France,Female,41.0,7,152105.57,2,0,1,132374.41,Loyal,0
673.0,Germany,Female,62.0,10,76510.52,2,0,1,59595.66,Loyal,0
688.0,Spain,Female,35.0,6,0.0,1,1,0,25488.43,Loyal,1
741.0,France,Female,62.0,2,69311.16,1,1,1,59237.72,New,0
715.0,Germany,Male,42.0,2,88120.97,2,1,1,21333.22,New,0
667.0,Germany,Female,42.0,10,64404.26,2,0,0,26022.37,Loyal,0
790.0,France,Female,40.0,9,0.0,2,1,1,70607.1,Loyal,0
541.0,Germany,Male,51.0,7,90373.28,2,1,0,179861.79,Loyal,0
640.0,Germany,Male,23.0,3,72012.76,1,1,0,161333.13,Mid,0
736.0,France,Male,29.0,4,0.0,2,0,0,51705.01,Mid,0
611.0,France,Female,26.0,2,107508.93,2,1,1,120801.65,New,0
615.0,Germany,Male,43.0,3,86920.86,1,1,1,150048.37,Mid,0
748.0,France,Male,33.0,1,142645.43,1,0,0,69132.66,New,0
467.0,Germany,Male,51.0,10,114514.71,2,1,0,177784.68,Loyal,1
562.0,France,Male,37.0,2,0.0,1,0,1,52525.15,New,1
432.0,France,Male,42.0,9,152603.45,1,1,0,110265.24,Loyal,1
551.0,France,Male,43.0,7,0.0,2,1,0,178393.68,Loyal,0
622.0,France,Male,26.0,9,0.0,2,1,1,153237.59,Loyal,0
621.0,France,Female,43.0,5,0.0,1,1,1,47578.45,Mid,0
658.0,France,Female,39.0,4,0.0,1,1,1,147530.06,Mid,0
651.0,Germany,Male,26.0,5,147037.32,1,0,0,141763.26,Mid,0
633.0,Spain,Female,39.0,2,0.0,2,0,0,191207.03,New,0
605.0,France,Male,41.0,10,0.0,2,0,1,97213.09,Loyal,0
620.0,France,Female,62.0,3,0.0,2,1,1,43486.73,Mid,0
758.0,France,Female,32.0,2,84378.9,1,1,1,75396.43,New,0
670.0,France,Female,40.0,3,47364.45,1,1,1,148579.43,Mid,1
610.0,France,Male,33.0,4,111582.11,1,0,0,113943.17,Mid,0
753.0,Germany,Male,32.0,5,159904.79,1,1,0,148811.14,Mid,0
641.0,Spain,Male,25.0,10,0.0,2,1,1,180808.39,Loyal,0
663.0,Germany,Male,32.0,8,130627.66,1,1,0,47161.25,Loyal,1
503.0,France,Male,29.0,3,0.0,2,1,1,143954.99,Mid,0
556.0,France,Male,36.0,7,154872.08,2,1,1,32044.64,Loyal,0
583.0,France,Female,27.0,4,0.0,3,1,0,163113.41,Mid,0
583.0,Germany,Female,32.0,7,94753.55,2,1,1,18149.03,Loyal,0
663.0,Spain,Female,33.0,8,96769.04,1,1,1,36864.05,Loyal,0
704.0,France,Male,24.0,2,148197.15,2,1,0,182775.08,New,0
750.0,France,Male,22.0,5,0.0,2,0,1,105125.65,Mid,0
717.0,France,Female,36.0,5,0.0,2,1,1,145551.6,Mid,0
617.0,Germany,Female,51.0,10,167273.71,1,0,0,93439.75,Loyal,1
588.0,France,Female,21.0,8,0.0,2,1,1,110114.19,Loyal,0
655.0,France,Female,45.0,0,0.0,2,1,0,166830.71,New,0
671.0,Germany,Male,51.0,3,96891.46,1,1,0,176403.33,Mid,1
660.0,France,Male,33.0,0,72783.42,1,0,0,181051.99,New,0
658.0,Germany,Female,45.0,9,134562.8,1,1,1,159268.67,Loyal,0
518.0,France,Female,45.0,9,105525.65,2,1,1,73418.29,Loyal,0
536.0,France,Male,39.0,4,0.0,2,1,0,27150.35,Mid,0
551.0,France,Female,59.0,2,166968.28,1,1,0,159483.76,New,1
508.0,France,Male,49.0,1,93817.41,2,1,1,132468.76,New,1
549.0,France,Female,46.0,7,0.0,1,1,1,109057.56,Loyal,0
751.0,France,Female,37.0,9,183613.66,2,0,0,49734.94,Loyal,0
668.0,Germany,Male,39.0,4,79896.0,1,1,0,38466.39,Mid,0
683.0,Spain,Female,24.0,8,98567.1,1,1,0,187987.01,Loyal,0
804.0,France,Male,25.0,7,108396.67,1,1,0,128276.95,Loyal,0
756.0,Spain,Male,30.0,2,145127.85,1,0,0,7554.68,New,0
684.0,Spain,Male,34.0,9,100628.0,2,1,1,190263.78,Loyal,0
648.0,France,Female,54.0,9,120633.42,1,0,0,5924.38,Loyal,1
797.0,France,Male,29.0,1,0.0,1,0,1,149991.32,New,0
784.0,France,Male,38.0,5,136712.91,1,0,1,169920.92,Mid,0
676.0,France,Female,49.0,1,0.0,1,1,0,79342.31,New,1
712.0,Spain,Male,62.0,5,0.0,2,0,0,151425.82,Mid,0
673.0,Spain,Male,40.0,1,121629.22,1,1,1,3258.6,New,0
655.0,France,Female,51.0,3,0.0,2,0,1,15801.02,Mid,0
667.0,Germany,Male,62.0,3,77356.92,2,1,1,20881.96,Mid,0
434.0,Germany,Female,58.0,9,125801.03,2,1,0,60891.8,Loyal,1
542.0,Spain,Male,35.0,2,174894.53,1,1,1,22314.55,New,0
537.0,France,Male,28.0,0,88963.31,2,1,1,189839.93,New,0
604.0,France,Female,32.0,7,127849.38,1,1,0,15798.7,Loyal,0
781.0,Spain,Male,35.0,1,0.0,2,0,0,42117.9,New,0
619.0,France,Female,35.0,8,132292.63,1,1,0,65682.93,Loyal,0
752.0,Germany,Female,42.0,3,65046.08,2,0,1,140139.28,Mid,0
715.0,France,Female,41.0,8,56214.85,2,0,0,92982.61,Loyal,1
693.0,Spain,Female,34.0,10,107556.06,2,0,0,154631.35,Loyal,0
656.0,Spain,Male,32.0,5,136963.12,1,1,0,133814.28,Mid,0
527.0,France,Female,31.0,1,112203.25,1,1,0,182266.01,New,0
540.0,France,Male,41.0,3,0.0,2,1,0,121098.65,Mid,0
567.0,France,Female,35.0,5,166118.45,2,1,0,127827.18,Mid,0
701.0,France,Male,41.0,10,0.0,2,1,1,146257.77,Loyal,0
532.0,Germany,Male,52.0,3,110791.97,1,1,0,148704.77,Mid,1
697.0,France,Male,62.0,7,148368.02,1,0,0,118862.08,Loyal,1
707.0,Spain,Male,48.0,8,88441.64,1,1,1,119903.2,Loyal,1
543.0,Germany,Female,25.0,1,146566.01,1,0,1,161407.48,New,0
573.0,Spain,Male,56.0,3,154669.77,1,0,1,115462.27,Mid,1
671.0,Spain,Female,34.0,5,130929.02,4,1,1,28238.25,Mid,1
614.0,Spain,Female,25.0,10,75212.28,1,1,0,58965.04,Loyal,0
735.0,Germany,Male,43.0,10,123180.01,2,1,1,196673.28,Loyal,0
642.0,Spain,Female,36.0,6,0.0,2,1,1,97938.59,Loyal,0
732.0,France,Male,55.0,9,136576.02,1,0,1,3268.17,Loyal,1
729.0,Spain,Male,44.0,4,107726.93,2,1,0,153064.87,Mid,0
535.0,France,Female,27.0,6,0.0,2,0,1,49775.58,Loyal,0
735.0,Germany,Male,46.0,2,106344.95,1,1,0,114371.33,New,1
546.0,Germany,Female,62.0,8,114888.74,2,1,1,66732.63,Loyal,1
796.0,Spain,Female,23.0,3,146584.19,2,0,0,125445.8,Mid,0
644.0,France,Male,33.0,2,0.0,1,1,0,96420.58,New,0
487.0,France,Male,53.0,4,199689.49,1,1,1,24207.86,Mid,1
618.0,Germany,Female,40.0,0,140306.38,1,1,0,160618.61,New,1
429.0,France,Female,27.0,6,117307.44,2,1,1,24020.49,Loyal,0
720.0,France,Male,44.0,3,86102.27,1,1,0,180134.88,Mid,1
584.0,Spain,Male,32.0,9,85534.83,1,0,0,169137.24,Loyal,0
472.0,France,Female,26.0,5,0.0,2,1,0,108411.66,Mid,0
773.0,Spain,Male,37.0,2,103195.2,2,1,0,178268.36,New,0
588.0,Germany,Female,35.0,1,103060.63,1,1,0,179866.01,New,1
735.0,France,Male,34.0,1,141796.43,1,1,0,45858.49,New,0
421.0,France,Male,34.0,2,0.0,2,1,1,96615.23,New,0
487.0,France,Female,34.0,2,96019.5,1,0,0,9085.0,New,0
652.0,Germany,Female,47.0,0,126597.89,2,1,1,38798.79,New,1
592.0,France,Female,38.0,4,0.0,2,1,0,35338.96,Mid,0
725.0,France,Male,35.0,7,75915.75,1,1,0,150507.43,Loyal,0
658.0,Germany,Female,55.0,8,119327.93,1,0,1,119439.66,Loyal,0
670.0,Spain,Male,42.0,3,81589.04,1,1,0,188227.8,Mid,0
587.0,Spain,Male,45.0,6,0.0,1,0,0,158684.81,Loyal,0
646.0,Germany,Male,48.0,8,169023.33,2,1,1,175657.55,Loyal,0
586.0,France,Male,33.0,9,0.0,1,1,0,6975.02,Loyal,0
719.0,Germany,Male,28.0,3,106070.29,2,1,1,183893.31,Mid,0
557.0,Germany,Male,62.0,2,100194.44,1,1,1,38596.34,New,0
841.0,Spain,Male,28.0,4,0.0,2,1,1,179436.6,Mid,0
532.0,Spain,Female,62.0,3,0.0,1,1,1,115227.02,Mid,0
687.0,France,Female,34.0,9,125474.44,1,1,0,198929.84,Loyal,0
634.0,France,Female,24.0,2,87413.19,1,1,0,63340.65,New,0
714.0,Spain,Female,31.0,6,152926.6,1,1,1,50899.91,Loyal,0
729.0,Spain,Female,34.0,9,53299.96,2,1,1,42855.97,Loyal,0
651.0,France,Female,41.0,4,38617.2,1,1,1,104876.8,Mid,0
794.0,Spain,Female,46.0,8,134593.79,1,1,1,46386.37,Loyal,0
710.0,France,Female,31.0,3,0.0,2,1,1,112289.06,Mid,0
530.0,Spain,Male,37.0,4,0.0,2,1,1,164844.37,Mid,0
692.0,Germany,Male,49.0,6,110540.43,2,0,1,107472.99,Loyal,0
607.0,Germany,Female,24.0,2,109483.54,2,0,1,127560.77,New,0
548.0,Spain,Male,44.0,8,0.0,1,1,0,16989.77,Loyal,0
626.0,Spain,Female,48.0,2,0.0,2,1,1,95794.98,New,0
486.0,Germany,Male,62.0,9,118356.89,2,1,0,168034.83,Loyal,1
775.0,Germany,Female,62.0,6,135120.56,1,1,0,37836.64,Loyal,0
576.0,France,Male,55.0,9,0.0,2,1,1,94450.97,Loyal,0
577.0,Spain,Female,40.0,1,0.0,2,1,1,108787.0,New,0
520.0,Germany,Male,32.0,5,110029.77,1,1,0,56246.69,Mid,0
706.0,Spain,Male,57.0,7,0.0,1,1,0,17941.16,Loyal,1
689.0,France,Female,40.0,1,0.0,2,1,1,119446.64,New,0
579.0,Spain,Female,31.0,9,0.0,2,1,0,112395.98,Loyal,0
414.0,Spain,Male,60.0,3,0.0,2,1,1,93844.82,Mid,0
640.0,France,Male,55.0,10,132436.34,1,1,0,978.66,Loyal,0
850.0,Spain,Female,43.0,2,125510.82,1,1,1,79084.1,New,0
767.0,France,Female,35.0,2,0.0,2,0,0,144251.38,New,0
653.0,France,Female,27.0,9,0.0,2,1,0,96429.29,Loyal,0
599.0,France,Male,28.0,7,119706.22,1,0,0,31190.42,Loyal,0
601.0,France,Male,35.0,2,0.0,2,1,1,118983.18,New,0
499.0,France,Male,31.0,4,0.0,1,1,0,25950.49,Mid,0
782.0,Germany,Female,62.0,5,148666.99,1,1,0,2605.65,Mid,1
769.0,France,Female,27.0,2,0.0,1,1,1,57876.05,New,0
773.0,France,Male,41.0,4,0.0,2,1,1,24924.92,Mid,0
667.0,Germany,Female,39.0,4,83765.35,2,1,0,118358.54,Mid,0
656.0,France,Male,45.0,5,127864.4,1,1,0,87107.57,Mid,0
584.0,France,Female,41.0,3,0.0,2,1,1,160095.48,Mid,0
535.0,France,Male,33.0,2,133040.32,1,1,1,110299.78,New,0
607.0,Germany,Male,47.0,4,148826.32,1,1,1,79450.61,Mid,0
734.0,France,Male,22.0,5,130056.23,1,0,0,121894.31,Mid,1
627.0,Spain,Female,55.0,6,0.0,1,0,0,91943.94,Loyal,1
708.0,Germany,Female,43.0,0,118994.84,1,1,0,181499.77,New,1
757.0,France,Male,28.0,3,75381.15,1,1,1,199727.72,Mid,0
554.0,Spain,Male,30.0,6,135370.12,1,1,1,179689.05,Loyal,1
705.0,Germany,Female,46.0,4,115518.07,1,0,0,76544.9,Mid,1
719.0,Spain,Male,40.0,4,128389.12,1,1,1,176091.31,Mid,0
692.0,Spain,Male,28.0,9,118945.09,1,0,0,16064.25,Loyal,1
480.0,France,Female,28.0,6,0.0,2,0,0,48131.92,Loyal,0
711.0,France,Male,33.0,1,0.0,1,0,0,41590.4,New,0
850.0,Germany,Female,45.0,1,121874.89,1,0,0,6865.41,New,1
695.0,Spain,Female,31.0,5,0.0,2,0,1,13998.88,Mid,0
616.0,France,Male,29.0,9,0.0,1,1,1,166984.44,Loyal,0
758.0,France,Male,26.0,4,155739.76,1,1,0,171552.02,Mid,0
692.0,France,Female,34.0,7,0.0,2,1,0,195074.62,Loyal,0
585.0,Germany,Female,28.0,9,135337.49,2,1,1,40385.61,Loyal,0
836.0,France,Female,29.0,9,133681.78,1,1,1,153747.73,Loyal,0
562.0,Spain,Male,32.0,6,161628.66,1,1,0,91482.5,Loyal,0
565.0,Germany,Female,38.0,2,158651.29,2,1,1,179445.28,New,0
644.0,France,Male,50.0,9,76817.0,4,1,0,196371.13,Loyal,1
638.0,Germany,Male,25.0,4,148045.45,2,1,1,114722.42,Mid,0
712.0,France,Female,29.0,2,0.0,1,1,1,144375.0,New,0
562.0,France,Male,33.0,6,0.0,2,1,0,111590.35,Loyal,0
651.0,France,Male,45.0,1,0.0,1,1,0,67740.08,New,1
658.0,France,Male,20.0,7,0.0,2,0,0,187638.34,Loyal,0
545.0,France,Male,47.0,8,105792.49,1,0,1,67830.2,Loyal,1
756.0,France,Female,28.0,6,0.0,1,1,1,164394.65,Loyal,0
631.0,Spain,Male,33.0,2,0.0,2,1,1,158268.84,New,0
570.0,Germany,Male,35.0,6,85668.59,1,1,0,105525.36,Loyal,0
727.0,Germany,Male,37.0,9,101191.83,1,1,1,34551.35,Loyal,1
728.0,France,Male,43.0,7,0.0,2,1,0,40023.7,Loyal,0
579.0,Germany,Female,50.0,5,117721.02,1,0,1,192146.63,Mid,1
593.0,France,Female,46.0,7,98752.51,1,1,0,145560.38,Loyal,0
749.0,France,Male,30.0,1,0.0,2,0,1,126551.65,New,0
824.0,Spain,Female,38.0,3,0.0,2,1,0,192800.25,Mid,0
680.0,France,Male,31.0,9,0.0,2,1,0,36145.53,Loyal,0
603.0,France,Female,39.0,9,76769.68,1,0,0,48224.72,Loyal,0
766.0,Spain,Male,36.0,5,78381.13,1,0,1,153831.6,Mid,0
622.0,Germany,Female,52.0,9,111973.97,1,1,1,162756.29,Loyal,1
789.0,France,Female,32.0,7,69423.52,1,1,0,107499.39,Loyal,0
774.0,Spain,Female,36.0,8,117152.3,1,0,0,101828.39,Loyal,0
850.0,France,Male,42.0,0,0.0,2,1,0,44165.84,New,0
526.0,Germany,Male,34.0,3,122726.56,1,1,1,46772.36,Mid,0
614.0,Germany,Female,30.0,3,131344.52,2,1,0,54776.64,Mid,0
746.0,Spain,Female,25.0,3,104833.79,1,0,0,71911.3,Mid,0
586.0,France,Female,35.0,7,0.0,2,1,0,70760.69,Loyal,0
687.0,Germany,Female,34.0,7,111388.18,2,1,0,148564.76,Loyal,0
439.0,France,Male,28.0,7,110976.23,2,1,0,138526.96,Loyal,0
598.0,Spain,Male,44.0,8,0.0,2,1,0,148487.9,Loyal,0
654.0,France,Male,37.0,6,83568.55,1,1,0,47046.72,Loyal,0
508.0,France,Female,31.0,7,0.0,2,1,1,6123.15,Loyal,0
611.0,France,Male,35.0,10,0.0,1,1,1,23598.23,Loyal,1
724.0,France,Male,31.0,5,0.0,1,1,0,134889.95,Mid,1
408.0,France,Female,62.0,8,87873.39,1,0,0,188484.52,Loyal,1
546.0,Germany,Female,25.0,3,132837.7,1,1,0,131647.31,Mid,0
788.0,France,Female,39.0,3,135139.33,1,0,1,113086.08,Mid,0
572.0,France,Female,30.0,6,0.0,1,0,1,175025.27,Loyal,0
502.0,Germany,Female,33.0,6,125241.17,2,1,1,158736.07,Loyal,0
637.0,France,Male,27.0,9,128940.24,1,1,0,46786.92,Loyal,0
850.0,Spain,Male,30.0,2,0.0,2,0,1,27937.12,New,0
601.0,France,Female,38.0,0,0.0,2,1,0,165196.65,New,0
694.0,France,Male,30.0,2,0.0,3,0,1,15039.41,New,0
731.0,Germany,Female,21.0,8,132312.06,1,1,0,106663.46,Loyal,1
575.0,Spain,Female,31.0,6,0.0,2,1,1,95686.42,Loyal,0
839.0,Germany,Male,47.0,2,136911.07,1,1,1,168184.62,New,1
496.0,Spain,Female,44.0,0,179356.28,2,1,0,2919.21,New,1
794.0,France,Male,33.0,0,0.0,2,0,0,178122.71,New,0
631.0,Spain,Male,46.0,9,160736.63,1,0,1,93503.02,Loyal,0
841.0,France,Male,62.0,9,108131.53,1,0,1,60830.38,Loyal,0
682.0,France,Male,42.0,0,0.0,1,1,1,160828.98,New,0
601.0,France,Male,46.0,2,99786.07,1,1,1,32683.88,New,1
596.0,Spain,Male,32.0,4,0.0,2,0,1,146504.35,Mid,0
638.0,France,Male,34.0,5,133501.36,1,0,1,155643.04,Mid,0
823.0,France,Male,34.0,3,105057.33,1,1,0,9217.92,Mid,0
664.0,France,Male,24.0,7,0.0,1,0,1,35611.35,Loyal,0
717.0,France,Female,28.0,1,90537.16,1,0,1,74800.99,New,0
850.0,France,Male,43.0,7,0.0,2,1,1,173851.11,Loyal,0
678.0,France,Female,28.0,4,0.0,2,1,1,144423.17,Mid,1
718.0,France,Female,25.0,7,0.0,2,1,0,30380.12,Loyal,0
714.0,Germany,Male,21.0,6,86402.52,2,0,0,27330.59,Loyal,0
754.0,Spain,Male,39.0,7,157691.98,2,1,0,133600.89,Loyal,1
509.0,Spain,Male,29.0,1,0.0,2,1,0,69113.14,New,0
677.0,Germany,Female,26.0,3,102395.79,1,1,0,119368.99,Mid,0
527.0,Spain,Female,46.0,10,131414.76,1,1,0,54947.51,Loyal,0
611.0,France,Female,49.0,2,88915.37,3,0,0,161435.02,New,1
538.0,Spain,Female,30.0,8,0.0,2,1,1,41192.95,Loyal,0
627.0,Spain,Male,41.0,5,100880.76,1,0,1,134665.25,Mid,0
739.0,Spain,Male,31.0,1,0.0,2,1,1,58469.75,New,0
680.0,France,Male,27.0,3,0.0,1,1,0,32454.26,Mid,0
682.0,Germany,Female,43.0,7,111094.05,2,1,1,64679.3,Loyal,0
789.0,Germany,Male,33.0,8,151607.56,1,1,0,4389.4,Loyal,0
670.0,Germany,Male,43.0,9,111677.88,1,1,0,178827.3,Loyal,1
831.0,France,Female,32.0,2,146033.62,1,1,0,191260.74,New,0
410.0,France,Female,35.0,7,117183.74,1,1,1,109733.73,Loyal,0
756.0,France,Male,60.0,2,0.0,1,1,1,166513.49,New,1
850.0,France,Female,37.0,3,212778.2,1,0,1,69372.88,Mid,0
600.0,France,Female,28.0,6,0.0,2,0,1,52193.23,Loyal,0
668.0,Spain,Female,62.0,9,0.0,1,0,1,134483.07,Loyal,0
759.0,France,Female,38.0,1,104091.29,1,0,0,91561.91,New,0
647.0,France,Male,43.0,9,0.0,2,1,1,78488.39,Loyal,0
655.0,Spain,Male,37.0,1,0.0,1,1,1,106040.97,New,0
760.0,Germany,Male,29.0,5,103607.24,2,0,1,86334.64,Mid,0
647.0,Germany,Female,51.0,1,119741.77,2,0,0,54954.51,New,1
591.0,Germany,Female,51.0,8,132508.3,1,1,1,161304.68,Loyal,1
850.0,France,Male,33.0,8,73059.38,1,1,1,186281.0,Loyal,0
610.0,France,Male,34.0,0,103108.17,1,0,0,125646.82,New,0
850.0,France,Female,34.0,2,0.0,2,1,1,171706.66,New,0
676.0,Spain,Female,30.0,5,0.0,2,0,0,179066.58,Mid,0
558.0,France,Male,35.0,1,0.0,2,0,0,111687.57,New,0
604.0,France,Male,28.0,7,0.0,2,0,0,58595.64,Loyal,0
626.0,Germany,Male,35.0,4,88109.81,1,1,1,32825.5,Mid,0
525.0,France,Female,25.0,6,0.0,2,1,0,89566.64,Loyal,0
762.0,Spain,Male,39.0,2,81273.13,1,1,1,18719.67,New,0
682.0,France,Female,26.0,0,110654.02,1,0,1,111879.21,New,0
575.0,Spain,Male,53.0,1,84903.33,2,0,1,26015.8,New,0
730.0,Spain,Male,62.0,2,0.0,2,1,1,186489.95,New,0
775.0,Spain,Male,27.0,4,0.0,1,1,1,40807.26,Mid,0
678.0,France,Male,41.0,2,148088.11,1,1,0,14083.12,New,0
615.0,Spain,Female,41.0,9,109013.23,1,1,0,196499.96,Loyal,0
565.0,France,Male,55.0,4,118803.35,2,1,1,128124.7,Mid,1
794.0,Spain,Female,28.0,5,0.0,2,0,1,86699.98,Mid,0
487.0,France,Male,37.0,6,0.0,2,1,1,126477.41,Loyal,0
814.0,France,Male,48.0,9,136596.85,1,1,1,185791.9,Loyal,0
565.0,France,Male,49.0,7,0.0,2,1,1,89609.26,Loyal,0
511.0,Spain,Female,62.0,4,0.0,1,1,0,1643.11,Mid,1
466.0,Germany,Male,41.0,2,152102.18,2,1,0,181879.56,New,0
563.0,Spain,Female,36.0,4,143680.47,2,1,1,63531.19,Mid,0
593.0,Germany,Female,41.0,4,119703.1,2,1,1,109783.29,Mid,0
771.0,Spain,Male,18.0,1,0.0,2,0,0,41542.95,New,0
727.0,Germany,Female,31.0,3,82729.47,2,1,0,60212.51,Mid,0
663.0,Spain,Male,27.0,8,0.0,1,1,1,188007.99,Loyal,0
626.0,France,Female,35.0,3,0.0,1,0,0,80190.36,Mid,0
707.0,France,Female,33.0,2,58036.33,1,1,1,83335.78,New,0
529.0,France,Male,46.0,8,0.0,1,0,0,126511.94,Loyal,1
649.0,France,Male,38.0,1,122214.0,1,0,1,88965.46,New,0
651.0,Germany,Male,31.0,7,138008.06,2,1,0,129912.74,Loyal,0
618.0,France,Female,21.0,2,125682.79,1,0,0,57762.0,New,0
790.0,Spain,Female,46.0,9,0.0,1,0,0,14679.81,Loyal,1
789.0,Germany,Female,37.0,6,110689.07,1,1,1,71121.04,Loyal,1
521.0,Germany,Female,40.0,9,134504.78,1,1,0,18082.06,Loyal,0
593.0,Spain,Male,35.0,4,161637.75,1,1,1,20008.46,Mid,0
681.0,France,Male,29.0,8,0.0,1,1,0,66367.33,Loyal,0
608.0,Germany,Female,40.0,7,96202.32,1,0,0,161154.85,Loyal,0
761.0,Spain,Female,32.0,4,103515.39,2,1,1,177622.38,Mid,0
642.0,France,Male,32.0,3,0.0,2,1,1,88698.83,Mid,0
708.0,France,Female,44.0,2,161887.81,2,1,0,84870.23,New,0
721.0,Spain,Male,43.0,3,88798.34,1,0,0,45610.63,Mid,0
676.0,France,Male,30.0,1,128207.23,1,1,1,55400.17,New,0
629.0,France,Male,59.0,9,113657.83,1,1,1,116848.79,Loyal,1
582.0,France,Male,30.0,2,0.0,2,1,1,132029.95,New,0
516.0,France,Female,46.0,6,62212.29,1,0,1,171681.86,Loyal,1
628.0,France,Male,45.0,9,0.0,2,1,1,96862.56,Loyal,0
593.0,France,Female,35.0,6,133489.12,2,1,1,78101.29,Loyal,0
627.0,France,Male,31.0,8,128131.73,1,1,0,96131.47,Loyal,0
579.0,Spain,Male,33.0,6,0.0,1,1,0,94993.04,Loyal,1
792.0,France,Male,30.0,8,0.0,2,1,0,199644.2,Loyal,0
580.0,Germany,Female,36.0,3,74974.89,1,1,1,12099.67,Mid,0
532.0,Spain,Female,39.0,0,0.0,2,1,0,94977.3,New,0
559.0,France,Male,28.0,3,141099.43,1,1,1,15607.27,Mid,0
741.0,France,Male,37.0,9,105261.76,2,1,1,149503.54,Loyal,0
646.0,France,Male,35.0,6,84026.86,1,0,1,164255.69,Loyal,0
683.0,France,Female,26.0,7,0.0,2,1,0,86619.77,Loyal,0
721.0,France,Male,42.0,4,102936.72,1,0,0,1187.88,Mid,0
804.0,Spain,Male,33.0,7,76548.6,1,0,1,98453.45,Loyal,0
512.0,Germany,Female,40.0,8,153537.57,2,0,0,23101.13,Loyal,0
668.0,Spain,Male,38.0,1,147904.31,1,1,1,69370.05,New,0
549.0,France,Male,37.0,2,112541.54,2,0,0,47432.43,New,0
707.0,France,Female,49.0,10,0.0,1,1,0,82967.97,Loyal,1
827.0,Germany,Female,47.0,8,143001.5,2,1,0,108977.5,Loyal,0
696.0,Germany,Male,31.0,3,150604.52,1,0,0,5566.6,Mid,0
651.0,Germany,Female,42.0,1,116646.76,1,1,0,44731.8,New,1
472.0,Spain,Female,28.0,4,0.0,2,1,0,1801.77,Mid,0
751.0,France,Male,42.0,4,0.0,2,1,1,81442.6,Mid,0
705.0,Germany,Female,62.0,3,153469.26,3,0,0,146573.66,Mid,1
604.0,Germany,Male,25.0,7,165413.43,1,1,1,35279.74,Loyal,0
573.0,France,Male,35.0,9,0.0,2,1,0,11743.89,Loyal,0
643.0,France,Female,46.0,6,0.0,2,0,0,106781.59,Loyal,0
641.0,France,Male,35.0,5,0.0,2,1,0,93148.93,Mid,0
733.0,France,Male,48.0,5,0.0,1,0,1,117830.57,Mid,0
687.0,France,Female,35.0,1,110752.15,2,1,1,47921.22,New,0
805.0,Germany,Male,24.0,6,143221.35,2,1,0,186035.72,Loyal,0
591.0,Germany,Female,35.0,2,90194.34,2,1,0,57064.57,New,0
550.0,Spain,Female,33.0,9,72788.03,1,1,1,103608.06,Loyal,0
457.0,France,Male,41.0,8,73700.12,3,1,1,185750.02,Loyal,1
534.0,France,Male,62.0,2,0.0,2,0,0,42763.12,New,1
660.0,France,Male,38.0,4,0.0,2,0,0,88080.43,Mid,0
529.0,Spain,Male,35.0,5,0.0,2,1,1,187288.5,Mid,0
634.0,Spain,Male,31.0,9,108632.48,1,1,1,179485.96,Loyal,1
664.0,France,Male,48.0,10,0.0,1,1,0,140173.17,Loyal,1
592.0,Spain,Male,31.0,7,110071.1,1,0,0,43921.36,Loyal,0
725.0,France,Male,62.0,4,86459.8,1,1,1,141476.56,Mid,0
590.0,Germany,Male,36.0,6,92340.69,2,1,1,174667.58,Loyal,0
567.0,France,Female,38.0,1,125877.65,2,1,1,107841.77,New,0
451.0,France,Female,36.0,2,0.0,2,1,1,180142.42,New,0
445.0,France,Male,62.0,2,136770.67,1,0,1,43678.06,New,0
691.0,France,Male,38.0,7,0.0,2,0,0,81617.4,Loyal,0
625.0,France,Male,52.0,5,164978.01,1,1,1,67788.49,Mid,0
